,filename,artist,genre,description,phash,width,height,genre_count,subset
0,Abstract_Expressionism/aaron-siskind_acolman-1-1955.jpg,aaron siskind,['Abstract Expressionism'],acolman-1-1955,bebbeb018a7d80a8,1922,1382,1,train
1,Abstract_Expressionism/aaron-siskind_chicago-6-1961.jpg,aaron siskind,['Abstract Expressionism'],chicago-6-1961,d7d0781be51fc00e,1382,1746,1,train
2,Abstract_Expressionism/aaron-siskind_gloucester-16a-1944.jpg,aaron siskind,['Abstract Expressionism'],gloucester-16a-1944,9f846e5a6c639325,1382,1857,1,train
3,Abstract_Expressionism/aaron-siskind_jerome-arizona-1949.jpg,aaron siskind,['Abstract Expressionism'],jerome-arizona-1949,a5d691f85ac5e4d0,1382,1849,1,train
4,Abstract_Expressionism/aaron-siskind_kentucky-4-1951.jpg,aaron siskind,['Abstract Expressionism'],kentucky-4-1951,880df359e6b11db1,1382,1625,1,train
5,Abstract_Expressionism/aaron-siskind_new-york-1951.jpg,aaron siskind,['Abstract Expressionism'],new-york-1951,c5d5d4989a1a2b6b,1796,1382,1,train
6,Abstract_Expressionism/aaron-siskind_new-york-2-1948.jpg,aaron siskind,['Abstract Expressionism'],new-york-2-1948,efb5dad8e160a0c8,1547,1382,1,train
7,Abstract_Expressionism/aaron-siskind_new-york-24-1988.jpg,aaron siskind,['Abstract Expressionism'],new-york-24-1988,ec0327c0cbd9b91e,1381,1418,1,train
8,Abstract_Expressionism/aaron-siskind_new-york-40-1986.jpg,aaron siskind,['Abstract Expressionism'],new-york-40-1986,82b3738c9439cf2e,1389,1382,1,train
9,Abstract_Expressionism/aaron-siskind_new-york-city-w-1-1947.jpg,aaron siskind,['Abstract Expressionism'],new-york-city-w-1-1947,ff47a19a913881a7,1382,1757,1,train
10,Abstract_Expressionism/aaron-siskind_per-400-1983.jpg,aaron siskind,['Abstract Expressionism'],per-400-1983,9cfe238d4b02365d,1382,1394,1,train
11,Abstract_Expressionism/aaron-siskind_providence-92-1986.jpg,aaron siskind,['Abstract Expressionism'],providence-92-1986,bc53521634f4f8e1,1382,1394,1,train
